[2026-02-13 12:03:16] Cleaned: Emp 15 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 15 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 15 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 15 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 15 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 16 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 16 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 16 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 16 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 16 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 16 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 16 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 16 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 16 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 17 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 17 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 17 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 17 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 17 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 17 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 17 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 17 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 17 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 18 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 18 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 18 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 18 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 18 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 18 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 18 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 18 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 18 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 19 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 19 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 19 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 19 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 19 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 19 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 19 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 19 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 19 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 20 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 20 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 20 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 20 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 20 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 20 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 20 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 20 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 20 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 21 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 21 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 21 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 21 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 21 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 21 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 21 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 21 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 21 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 22 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 22 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 22 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 22 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 22 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 22 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 22 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 22 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 22 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 23 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 23 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 23 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 23 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 23 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 23 Week 1 - Aggregated 49 records, deleted 48 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 23 Week 2 - Aggregated 71 records, deleted 70 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 23 Week 3 - Aggregated 5 records, deleted 4 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 23 Week 4 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 24 Week 0 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 24 Week 1 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 24 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 24 Week 2 - Aggregated 2 records, deleted 1 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 24 Week 0 - Aggregated 3 records, deleted 2 duplicates
[2026-02-13 12:03:16] Cleaned: Emp 24 Week 1 - Aggregated 49 records, deleted 48 duplicates
